Id,ParentId,OwnerUserId,CreationDate,Body
49070369,49069281,4261120,2018-03-02T13:45:22,"<p>Your architectural proposal is moving in the right direction.</p>&#xA;&#xA;<ul>&#xA;<li><strong>Sidekiq OSS</strong>: I truly belive that sidekiq OSS version will properly fit your needs. It has several features to support background jobs supported by Redis. I recommend that you to read <a href=""https://github.com/mperham/sidekiq/wiki"" rel=""nofollow noreferrer"">its documentation</a> to understand best practices and what should be avoided.</li>&#xA;<li><strong>Microservices</strong> is a <a href=""http://microservices.io/articles/scalecube.html"" rel=""nofollow noreferrer"">good architectural choice to achieve scalability</a> as it promotes functional decomposition and you can make specific decisions on how to scale each service individually. However, it will increase the complexity of your system in several ways, requiring you to highly automate your infrastructure. I suggest you to <a href=""https://martinfowler.com/articles/microservice-trade-offs.html"" rel=""nofollow noreferrer"">read this arcitle</a> from Martin Fowler webpage. He discusses the trade-offs related to the adoption of micro-services.</li>&#xA;<li>The advantanges of using <strong>RabbitMQ</strong> are to enable reliable asynchronous communication between multiple services, support scalability, and provide flexible means for communication such as pub/sub and RPC. If you keep the idea of microservices this is the right way to go. Otherwise, a monolithic Rails application will only require the use of the sidekiq.</li>&#xA;<li>If you use RabbitMQ, you should use a proper <a href=""https://www.rabbitmq.com/devtools.html"" rel=""nofollow noreferrer"">RabbitMQ client</a>. For ruby, use <a href=""https://github.com/ruby-amqp/bunny"" rel=""nofollow noreferrer"">Bunny</a> in both the publisher and the consumer services since it will provide a good API to <a href=""http://rubybunny.info/articles/exchanges.html"" rel=""nofollow noreferrer"">publish data on RabbitMQ</a> and will also <a href=""http://rubybunny.info/articles/queues.html"" rel=""nofollow noreferrer"">support background processing for receiving data</a>. Thus, there is no need to use sidekiq to consume data in Fetcher service.</li>&#xA;<li>As you are going to do asynchronous processing, your clients will not know the final result of their request with your HTTP responses. So it would be interesting to use a mechanism that allows your application to notify them when your app finish processing the tasks asynchronously (i.e., through a status update on the user page). For this goal you could use <strong>Websockets</strong>, which is already supported in Rails through Action Cable.</li>&#xA;</ul>&#xA;&#xA;<p>My final tip is: if you're still prototyping your application and experimenting with ideas, I suggest you follow the path of monolithic architecture and be more concerned with validating your proposal. But if you already have a well-structured proposal and know the expected demand for the application, the microservice architecture can be a good choice to develop a scalable and reliable system.</p>&#xA;"
39436977,39414913,526592,2016-09-11T14:14:33,"<p>After reading <a href=""http://microservices.io/patterns/data/database-per-service.html"" rel=""nofollow"">http://microservices.io/patterns/data/database-per-service.html</a> stating:</p>&#xA;&#xA;<blockquote>&#xA;  <p>Implementing queries that join data that is now in multiple databases is challenging. There are various solutions:</p>&#xA;  &#xA;  <p>Application-side joins - the application performs the join rather than the database. For example, a service (or the API gateway) could retrieve a customer and their orders by first retrieving the customer from the customer service and then querying the order service to return the customer’s most recent orders.</p>&#xA;  &#xA;  <p>Command Query Responsibility Segregation (CQRS) - maintain one or more materialized views that contain data from multiple services. The views are kept by services that subscribe to events that each services publishes when it updates its data. For example, the online store could implement a query that finds customers in a particular region and their recent orders by maintaining a view that joins customers and orders. The view is updated by a service that subscribes to customer and order events.</p>&#xA;</blockquote>&#xA;&#xA;<p>I think that the CQRS approach is the most performing solution in terms of serving request/sec. This is because the User-Service could contain a materialised view of exactly that data that needs to be returned in the List queries. The materialised view is updated with the contents of the Events coming from the DiscussionGroup-Service.</p>&#xA;"
51017403,51017164,4786944,2018-06-25T06:24:33,"<ol>&#xA;<li><p>your import path must be valid in <code>$GOPATH/libPath</code> syntax</p></li>&#xA;<li><p>for that you can share your services source code as much as you want and just seprate bin by using multiple main package</p></li>&#xA;<li><p>if you mean directory by second files, there is no best practice for that, as long as it doesnt concern your code complexity, you can do that too</p></li>&#xA;</ol>&#xA;"
47182077,47181503,1707520,2017-11-08T14:19:03,"<p>You are not throwing an exception anywhere, hence catch block is not getting executed. Here is updated code.</p>&#xA;&#xA;<pre>&#xA;<code>&#xA;    @DeleteMapping(""{id}"")&#xA;    fun delete(@PathVariable id: Long): ResponseEntity {&#xA;        try {&#xA;            if (dogRepository.exists(id)) {&#xA;                dogRepository.delete(id)&#xA;                return ResponseEntity.ok().build()&#xA;            }&#xA;            return ResponseEntity.notFound().build()&#xA;        } catch (e: Exception) {&#xA;            return ResponseEntity.notFound().build()&#xA;        }&#xA;    }&#xA;</code>&#xA;</pre>&#xA;&#xA;<p>You can check the response header via curl . E.g.&#xA;<code>curl -v -X  DELETE http://YOUR_API_URL</code></p>&#xA;"
49038200,49036468,2180096,2018-02-28T20:43:11,"<p>One core principle of the microservice architecture is&#xA;defining clear boundaries and responsibilities of each microservice.</p>&#xA;&#xA;<p>I can say that it's the same <em>Single Responsibility Principle</em> from SOLID, but on macro level.&#xA;Сonsidering this principle we get:</p>&#xA;&#xA;<ul>&#xA;<li>Users service is responsible for user management/operations</li>&#xA;<li>Devices service is responsible for operations with devices</li>&#xA;</ul>&#xA;&#xA;<p>You question is </p>&#xA;&#xA;<blockquote>&#xA;  <p>..proper way of asking the server to get all user devices</p>&#xA;</blockquote>&#xA;&#xA;<p>It's 100% responsibility of the Devices service and Users service nothing know about devices.</p>&#xA;&#xA;<p>As I can see you thinking only in routing terms (yes API consistency is also important).</p>&#xA;&#xA;<p>From one side the better and more logical URL is <code>/api/users/{userId}/devices</code>&#xA;- you try to get user's devices, these devices belong to user.</p>&#xA;&#xA;<p>From other side you can use the routes like <code>/api/devices/user/{userId}</code> (<code>/api/devices/{deviceId}</code>) and that can be more easily processed &#xA;by the routing system to send a request to the Devices service.</p>&#xA;&#xA;<p>Taking into account other constraints you can choose the option that is right for your design.</p>&#xA;&#xA;<p>And also small addition to:</p>&#xA;&#xA;<blockquote>&#xA;  <p>needs another HTTP request to communicate with Device service.</p>&#xA;</blockquote>&#xA;&#xA;<p>in the architecture of your solution you can create an additional special and separate component that routes the requests to the desired microservice, not only direct calls are possible from one microservice to another.</p>&#xA;"
49098255,37213471,2180096,2018-03-04T17:33:08,"<p>You should clearly <strong>distinguish sub-domain areas (bounded contexts)</strong> from you domain.</p>&#xA;&#xA;<p>Usually (if everything is fine with your architecture) you already have some separate components in your monolith application which responsible for each sub-domain. These components interact with each other in one process &#xA;(in monolith application) and you should to think about how to put them into separate processes. Of course you need to produce a lot of refactoring when moving one by one parts of the monolith to microservices.</p>&#xA;&#xA;<p>Always remember that every microservice is responsible for some sub-domain.</p>&#xA;&#xA;<p>I strongly recommend you to learn <strong>Domain Driven Design</strong>.</p>&#xA;&#xA;<ul>&#xA;<li><a href=""https://books.google.ru/books?isbn=032112521"" rel=""nofollow noreferrer"" title=""Domain-Driven Design: Tackling Complexity in the Heart of Software by Eric Evans"">Domain-Driven Design: Tackling Complexity in the Heart of Software by Eric Evans</a></li>&#xA;<li><a href=""https://books.google.ru/books?isbn=0133039889"" rel=""nofollow noreferrer"" title=""Implementing Domain-Driven Design by Vaughn Vernon"">Implementing Domain-Driven Design by Vaughn Vernon</a></li>&#xA;</ul>&#xA;&#xA;<p>Also learn <a href=""https://martinfowler.com/bliki/CQRS.html"" rel=""nofollow noreferrer"" title=""CQRS pattern"">CQRS pattern</a></p>&#xA;&#xA;<p>At the beginning you also should decide how your micservices will interact with each other.&#xA;There are several options:</p>&#xA;&#xA;<ul>&#xA;<li>Direct calls from one service to another</li>&#xA;<li>Send messages through some <strong>dispatcher service</strong> &#xA;which abstracts the client service from the knowledge where the called (destination) services are located. &#xA;This approach is similar to how proxy server like NGINX works.</li>&#xA;<li>Interact through some <strong>messaging bus (middleware)</strong>, like <a href=""https://www.rabbitmq.com/"" rel=""nofollow noreferrer"" title=""RabbitMQ"">RabbitMQ</a></li>&#xA;</ul>&#xA;&#xA;<p>You can combine these options, for example <em>Query</em> requests can be processed through Dispatcher Service, <em>Commands and Events</em> through message bus.</p>&#xA;&#xA;<p>From my experience the biggest problem will be to go away from a single database, &#xA;which monolith applications is usually used.</p>&#xA;&#xA;<p>In addition some good practices:</p>&#xA;&#xA;<ul>&#xA;<li>Put each microservice in own repository - this isolates from the ability to directly use the code of one micro service in another.&#xA;You also get faster checkouts and builds of each microservice on CI.</li>&#xA;<li>Interactions with any service should occur only through its <em>public contracts</em>.</li>&#xA;<li>It is necessary to aspire that each microservice has its own database</li>&#xA;</ul>&#xA;&#xA;<p><strong>Example of the sub-domains (bounded contexts) for some Tourism Industry application.</strong>&#xA;Each bounded context can be serviced by a microservice.</p>&#xA;&#xA;<p><a href=""https://i.stack.imgur.com/HCcIP.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/HCcIP.jpg"" alt=""Application sub-domains""></a></p>&#xA;"
40378111,40377377,3955200,2016-11-02T10:51:00,"<p>There is no standard for communication or transport mechanisms for microservices. In general, microservices communicate with each other using widely adopted lightweight protocols, such as HTTP and REST, or messaging protocols, such as JMS or AMQP. In specific cases, one might choose more optimized communication protocols, such as Thrift, ZeroMQ, Protocol Buffers, or Avro.</p>&#xA;&#xA;<p>Communication between microservices can be designed either in synchronous (request-response) or asynchronous (fire and forget) styles. Both approaches have their own merits and constraints. It is not possible to develop a system with just one approach. A combination of both approaches is required based on the use cases.</p>&#xA;&#xA;<p>You should choose ones which suits best to your projects depending on your use cases and requirements.</p>&#xA;"
50679141,50647694,620288,2018-06-04T11:05:59,"<p>On Kubernetes you don't need to, you could use those features from the Kubernetes platform.</p>&#xA;&#xA;<p>If you want to integrate closer with spring cloud you can have a look at: <a href=""https://github.com/spring-cloud-incubator/spring-cloud-kubernetes"" rel=""nofollow noreferrer"">https://github.com/spring-cloud-incubator/spring-cloud-kubernetes</a></p>&#xA;&#xA;<p>Most of the requested features can be provided by Kubernetes Services. These get exposed as environment variables to the pods or you could use Kube DNS to find the needed services. </p>&#xA;"
44410238,44395806,620288,2017-06-07T10:34:45,"<p>Typically you would build a service with rest endpoints (Spring Boot) to ingest the data. This service can then be deployed multiple times behind a api gateway (Zuul, Spring Cloud) that takes care about routing. This is the default spring cloud microservices setup. The ingest service can then convert the data and produce it to a RabbitMQ or Kafka. I recommend using Spring Cloud Stream for the interaction with the queue, it's abstraction on top of RabbitMQ and Kafka, which can be configured using starters/binders. </p>&#xA;&#xA;<p>Spring Cloud Dataflow is a declarative approach for orchestration of your queues and also takes care of deployment on several cloud services/platforms. This can also be used but might add extra complexity to your use case.</p>&#xA;"
42436024,42435307,620288,2017-02-24T10:15:59,"<p>Kubernetes and Docker Swarm are container orchestration tools.&#xA;Spring Cloud is a collection of tools to build microservices/streaming architectures.&#xA;There is a bit of overlap, like service discovery, gateway or configuration services. But you could use Spring Cloud without containers and deploy the jars yourself without needing Kuberentes or Swarm.</p>&#xA;&#xA;<p>So you'll have to choose between Kubernetes and Swarm for the orchestration of your containers, if you'll use containers.</p>&#xA;&#xA;<p>Comparison: <a href=""https://dzone.com/articles/deploying-microservices-spring-cloud-vs-kubernetes"" rel=""nofollow noreferrer"">https://dzone.com/articles/deploying-microservices-spring-cloud-vs-kubernetes</a></p>&#xA;"
47236471,47228231,620288,2017-11-11T09:40:57,"<p>There is an easy way to do this with Spring Cloud Netflix Sidecar: <a href=""http://cloud.spring.io/spring-cloud-static/Camden.SR7/#_polyglot_support_with_sidecar"" rel=""nofollow noreferrer"">http://cloud.spring.io/spring-cloud-static/Camden.SR7/#_polyglot_support_with_sidecar</a></p>&#xA;&#xA;<p>If you want to continue to implementing this yourself you have several options. With client side load balancing you could retrieve all instances from Eureka and then choose one randomly at the consuming side. If you want server side load balancing you will be needing an extra component, like Zuul, and let it do the load balancing and routing. Zuul uses the eureka configuration so it is easy to integrate it.</p>&#xA;"
40436971,39088230,1997056,2016-11-05T10:09:32,"<p>In your <code>version 2.0</code> the contract of the <code>updateSummary()</code> method has changed (ie, now it allows to save and remove summary values): </p>&#xA;&#xA;<p><strong>Option 1:</strong>&#xA;Instead of changing its behaviour, create a new method (ie, <code>updateSummaryV2()</code>) and start using it across the latest version of your clients, while deprecating the old one.</p>&#xA;&#xA;<p>This way, older versions of the client still use the normal <code>updateSummary()</code> without conflicting with new method's contract and assumptions.</p>&#xA;&#xA;<hr>&#xA;&#xA;<p><strong>Option 2:</strong>&#xA;Add an optional field that contains the api version and has a default value set to the latest API version:</p>&#xA;&#xA;<pre><code>struct Summary {&#xA;    1: required string summaryId,&#xA;    2: required i32 summaryCost,&#xA;    3: optional list&lt;i32&gt; summaryValues&#xA;    4: optional i32 apiVersion = 2&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>This way, if <code>apiVersion</code> is not set, you know the request came from an old client, and for future versions, you will known the client version and can react accordingly.</p>&#xA;&#xA;<hr>&#xA;&#xA;<p>Alternatively, you could only remove the records if an empty list is provided and do nothing if the list is not set, to respect the previous method contract.</p>&#xA;&#xA;<p><sub>As a side note: having an action depend on something implicit (here, the absence of a list) can be risky in general, even without considering the cross-compatibility issue. It's generally safer (and easier to work with and maintain) when such actions depend on an explicit flag.</sub></p>&#xA;"
34711034,34230517,2587904,2016-01-10T21:32:14,"<h3>Dependencies must be explicitly imported as such:</h3>&#xA;&#xA;<pre><code>lazy val backend = (project in file(""."")).aggregate(api)&#xA;&#xA;lazy val api = project.in(file(""modules/api""))&#xA;  .settings(libraryDependencies ++= backendCommon)&#xA;&#xA;lazy val backendCommon = Seq(&#xA;  ""com.typesafe.akka"" %% ""akka-actor"" % ""2.3.11"",&#xA;  ""com.typesafe.akka"" %% ""akka-testkit"" % ""2.3.11"" % ""test"",&#xA;  ""org.scalatest"" %% ""scalatest"" % ""2.2.4"" % ""test"")&#xA;</code></pre>&#xA;"
45539661,45538292,4950528,2017-08-07T04:57:17,"<p>Kafka has a feature called Consumer Groups that does exactly what you describe.</p>&#xA;&#xA;<p>Every identical instance of B can declare its group.id to be the same string (say ""serviceB"") and Kafka will ensure that each instance gets assigned a mutually exclusive set of topic partitions for all the topics it subscribes to.</p>&#xA;&#xA;<p>Since all instances of C will have a different group.id (say ""serviceC"") then they will also get the same messages as the instances of B but they will be in an independent Consumer Group so messages go only to 1 of N instances of C, up to maximum number of instances which is the total number of topic partitions.</p>&#xA;&#xA;<p>You can dynamically and independently scale up or down the number of instances of B and C. If any instance dies, the remaining instances will automatically rebalance their assigned topic partitions and take over processing of the messages for the instance that died.</p>&#xA;&#xA;<p>Data never has to be stored more than once so there is still one single commit log or ""source of truth"" for all these service instances.</p>&#xA;"
44990549,44980176,4950528,2017-07-08T20:38:25,"<p>If each individual event in these xml files has a timestamp then you can think of the output to Kafka as just a steam of late arriving events. Kafka allows you to set the event time on these messages to be the timestamp of the event rather than the time it was ingested to Kafka. In that way, any downstream processing apps like Kafka Streams can put the event into the right temporal context and aggregate into the proper time windows or session windows or even join with other realtime inputs</p>&#xA;"
45237997,45236389,4950528,2017-07-21T12:41:24,<p>Kafka brokers do not push data to clients. Rather clients poll() and pull data from the brokers. As long as the consumers can connect to the bootstrap servers and you set the Kafka brokers to advertise an IP and port that the clients can connect to and poll() then it will all work fine.</p>&#xA;
50324856,50324219,9762816,2018-05-14T07:14:20,"<p>I am suggesting PHP. Because it is open source and reliable.</p>&#xA;&#xA;<p>Please prefer this source as one example.&#xA;<a href=""https://pilsniak.com/cqrs-es-php-prooph/"" rel=""nofollow noreferrer"">https://pilsniak.com/cqrs-es-php-prooph/</a>.</p>&#xA;"
42641917,42641804,3801345,2017-03-07T06:46:40,"<p>You need at least SSL for A-B and then only you can judge if basic auth works or not.</p>&#xA;&#xA;<p>If C is going to use the same APIs as B then it makes sense to use the same authentication methods, just for simplicity, IMO.</p>&#xA;&#xA;<p>You could also use a token based auth mechanism where each service (remote or local) authenticates and gets a token and uses that for subsequent communication.</p>&#xA;&#xA;<p>See the following for more:</p>&#xA;&#xA;<p><a href=""https://stackoverflow.com/questions/9773664/rest-api-token-based-authentication?rq=1"">REST API Token based authentication</a></p>&#xA;"
41351988,40495213,5704961,2016-12-27T20:43:52,"<p>You shouldn't necessarily think of a Service Fabric service as being a microservice.</p>&#xA;&#xA;<p>The Service Fabric taxonomy of code/services/apps etc. gives you a high flexibility in how you compose to your needs (as already pointed out). Consider the fact that you can have more code packages running in one service and trying to translate that in to a microservice definition, just makes things even harder to cope with.</p>&#xA;&#xA;<p>As the SF Appation is you unit of deployment (whether is contains one or more updated services), you should strive to structure your repo/solution/SF Application setup in a way so you can contain most changes to one SF App (= one solution and one repo).</p>&#xA;&#xA;<p>If you get in a situation where you constantly need to deploy multiple SF Apps to get a change out, you will not be productive.</p>&#xA;"
44442100,44435017,5704961,2017-06-08T17:25:59,"<p>Depending on the communication stack you are using you have a few options.</p>&#xA;&#xA;<p>If HTTP based web API - you can use the reverse proxy and dynamic port assignment for the services: <a href=""https://docs.microsoft.com/en-us/azure/service-fabric/service-fabric-reverseproxy"" rel=""nofollow noreferrer"">https://docs.microsoft.com/en-us/azure/service-fabric/service-fabric-reverseproxy</a></p>&#xA;&#xA;<p>If using Service Remoting - just use dynamic ports.</p>&#xA;&#xA;<p>For external communication to the cluster - taka look here: <a href=""https://docs.microsoft.com/en-us/azure/service-fabric/service-fabric-reverseproxy#special-handling-for-port-sharing-services"" rel=""nofollow noreferrer"">https://docs.microsoft.com/en-us/azure/service-fabric/service-fabric-reverseproxy#special-handling-for-port-sharing-services</a></p>&#xA;"
42964441,42519116,5704961,2017-03-22T23:17:15,"<p>Whether your containers are services in the same app or different app, you can still deploy them independently. Only changes are being applied at deployment, you don't even have to have the non-changed services in the deployment package. Look here to see an example for Service Fabric service (not in containers), but deploying containers using service manifest is conceptually the same: <a href=""https://docs.microsoft.com/en-us/azure/service-fabric/service-fabric-set-up-continuous-integration"" rel=""nofollow noreferrer"">https://docs.microsoft.com/en-us/azure/service-fabric/service-fabric-set-up-continuous-integration</a></p>&#xA;"
35558052,35555602,3284225,2016-02-22T15:54:32,"<p>README.md says:</p>&#xA;&#xA;<blockquote>&#xA;  <p>Building</p>&#xA;  &#xA;  <p>The build requires java8 because of some required libraries that are&#xA;  java8 (servo), but the source and target compatibility are still set&#xA;  to 1.7.</p>&#xA;</blockquote>&#xA;&#xA;<p>Reference:&#xA;<a href=""https://github.com/Netflix/eureka"" rel=""nofollow"">https://github.com/Netflix/eureka</a></p>&#xA;"
